"year","lower","central","upper"
94.55,0.126909852297644,0.195242343366089,0.263574834434535
94.6,0.126909852967917,0.19524234439726,0.263574835826602
94.65,0.126909853633188,0.195242345420734,0.26357483720828
94.7,0.126909854293495,0.195242346436573,0.263574838579651
94.75,0.126909854948879,0.195242347444837,0.263574839940796
94.8,0.126909855599377,0.195242348445585,0.263574841291792
94.85,0.126909856245027,0.195242349438874,0.263574842632721
94.9,0.126909856885867,0.195242350424764,0.263574843963661
94.95,0.126909857521935,0.195242351403312,0.263574845284689
95,0.126909858153268,0.195242352374575,0.263574846595883
95.05,0.126909858779902,0.195242353338611,0.263574847897319
95.1,0.126909859401876,0.195242354295476,0.263574849189076
95.15,0.126909860019224,0.195242355245225,0.263574850471226
95.2,0.126909860631983,0.195242356187914,0.263574851743845
95.25,0.126909861240189,0.195242357123599,0.263574853007008
95.3,0.126909861843878,0.195242358052334,0.263574854260789
95.35,0.126909862443085,0.195242358974173,0.263574855505262
95.4,0.126909863037844,0.195242359889171,0.263574856740497
95.45,0.126909863628191,0.19524236079738,0.263574857966569
95.5,0.12690986421416,0.195242361698853,0.263574859183547
95.55,0.126909864795784,0.195242362593644,0.263574860391504
95.6,0.126909865373099,0.195242363481804,0.26357486159051
95.65,0.126909865946138,0.195242364363386,0.263574862780635
95.7,0.126909866514933,0.19524236523844,0.263574863961947
95.75,0.126909867079519,0.195242366107018,0.263574865134517
95.8,0.126909867639928,0.19524236696917,0.263574866298412
95.85,0.126909868196193,0.195242367824947,0.2635748674537
95.9,0.126909868748347,0.195242368674398,0.263574868600449
95.95,0.12690986929642,0.195242369517572,0.263574869738724
96,0.126909869840445,0.195242370354519,0.263574870868592
96.05,0.126909870380455,0.195242371185288,0.26357487199012
96.1,0.12690987091648,0.195242372009926,0.263574873103373
96.15,0.126909871448551,0.195242372828482,0.263574874208413
96.2,0.126909871976699,0.195242373641003,0.263574875305307
96.25,0.126909872500956,0.195242374447536,0.263574876394117
96.3,0.12690987302135,0.195242375248129,0.263574877474907
96.35,0.126909873537914,0.195242376042827,0.263574878547741
96.4,0.126909874050676,0.195242376831677,0.263574879612679
96.45,0.126909874559666,0.195242377614725,0.263574880669784
96.5,0.126909875064914,0.195242378392016,0.263574881719117
96.55,0.126909875566449,0.195242379163594,0.263574882760739
96.6,0.126909876064301,0.195242379929506,0.26357488379471
96.65,0.126909876558497,0.195242380689793,0.263574884821089
96.7,0.126909877049067,0.195242381444503,0.263574885839938
96.75,0.126909877536039,0.195242382193676,0.263574886851314
96.8,0.126909878019441,0.195242382937358,0.263574887855275
96.85,0.126909878499301,0.195242383675591,0.26357488885188
96.9,0.126909878975647,0.195242384408417,0.263574889841187
96.95,0.126909879448506,0.195242385135879,0.263574890823252
97,0.126909879917905,0.195242385858019,0.263574891798133
97.05,0.126909880383873,0.195242386574878,0.263574892765884
97.1,0.126909880846434,0.195242387286499,0.263574893726564
97.15,0.126909881305618,0.195242387992922,0.263574894680226
97.2,0.126909881761448,0.195242388694186,0.263574895626925
97.25,0.126909882213953,0.195242389390335,0.263574896566717
97.3,0.126909882663157,0.195242390081406,0.263574897499655
97.35,0.126909883109088,0.195242390767441,0.263574898425794
97.4,0.12690988355177,0.195242391448478,0.263574899345185
97.45,0.126909883991229,0.195242392124556,0.263574900257883
97.5,0.126909884427491,0.195242392795715,0.26357490116394
97.55,0.126909884860579,0.195242393461993,0.263574902063407
97.6,0.12690988529052,0.195242394123428,0.263574902956337
97.65,0.126909885717338,0.195242394780059,0.26357490384278
97.7,0.126909886141057,0.195242395431922,0.263574904722788
97.75,0.126909886561702,0.195242396079056,0.263574905596411
97.8,0.126909886979296,0.195242396721497,0.263574906463698
97.85,0.126909887393864,0.195242397359283,0.263574907324702
97.9,0.126909887805429,0.195242397992449,0.263574908179468
97.95,0.126909888214016,0.195242398621031,0.263574909028047
98,0.126909888619647,0.195242399245068,0.263574909870489
98.05,0.126909889022345,0.195242399864592,0.26357491070684
98.1,0.126909889422134,0.195242400479641,0.263574911537148
98.15,0.126909889819036,0.195242401090249,0.263574912361461
98.2,0.126909890213075,0.19524240169645,0.263574913179826
98.25,0.126909890604272,0.195242402298281,0.26357491399229
98.3,0.12690989099265,0.195242402895774,0.263574914798899
98.35,0.126909891378231,0.195242403488965,0.2635749155997
98.4,0.126909891761036,0.195242404077886,0.263574916394735
98.45,0.126909892141089,0.195242404662572,0.263574917184055
98.5,0.12690989251841,0.195242405243055,0.2635749179677
98.55,0.126909892893021,0.195242405819368,0.263574918745716
98.6,0.126909893264943,0.195242406391546,0.263574919518149
98.65,0.126909893634197,0.195242406959619,0.26357492028504
98.7,0.126909894000805,0.19524240752362,0.263574921046436
98.75,0.126909894364787,0.195242408083582,0.263574921802378
98.8,0.126909894726163,0.195242408639535,0.263574922552907
98.85,0.126909895084954,0.195242409191512,0.26357492329807
98.9,0.126909895441182,0.195242409739544,0.263574924037907
98.95,0.126909895794864,0.195242410283661,0.263574924772458
99,0.126909896146023,0.195242410823895,0.263574925501768
99.05,0.126909896494677,0.195242411360277,0.263574926225876
99.1,0.126909896840846,0.195242411892835,0.263574926944824
99.15,0.126909897184551,0.195242412421602,0.263574927658653
99.2,0.12690989752581,0.195242412946606,0.263574928367401
99.25,0.126909897864642,0.195242413467877,0.263574929071111
99.3,0.126909898201067,0.195242413985444,0.26357492976982
99.35,0.126909898535103,0.195242414499336,0.263574930463569
99.4,0.12690989886677,0.195242415009583,0.263574931152397
99.45,0.126909899196086,0.195242415516214,0.263574931836342
99.5,0.126909899523069,0.195242416019256,0.263574932515443
99.55,0.126909899847739,0.195242416518739,0.263574933189739
99.6,0.126909900170113,0.195242417014689,0.263574933859266
99.65,0.126909900490209,0.195242417507136,0.263574934524063
99.7,0.126909900808045,0.195242417996106,0.263574935184166
99.75,0.12690990112364,0.195242418481627,0.263574935839615
99.8,0.12690990143701,0.195242418963726,0.263574936490443
99.85,0.126909901748174,0.195242419442431,0.263574937136688
99.9,0.126909902057148,0.195242419917768,0.263574937778387
99.95,0.126909902363951,0.195242420389763,0.263574938415575
100,0.126909902668599,0.195242420858443,0.263574939048288
100.05,0.126909902971109,0.195242421323835,0.263574939676561
100.1,0.126909903271497,0.195242421785963,0.263574940300428
100.15,0.126909903569783,0.195242422244854,0.263574940919926
100.2,0.12690990386598,0.195242422700534,0.263574941535088
100.25,0.126909904160106,0.195242423153028,0.26357494214595
100.3,0.126909904452177,0.19524242360236,0.263574942752543
100.35,0.12690990474221,0.195242424048557,0.263574943354903
100.4,0.126909905030221,0.195242424491642,0.263574943953063
100.45,0.126909905316226,0.195242424931641,0.263574944547056
100.5,0.12690990560024,0.195242425368578,0.263574945136916
100.55,0.126909905882279,0.195242425802476,0.263574945722673
100.6,0.126909906162359,0.195242426233361,0.263574946304362
100.65,0.126909906440496,0.195242426661256,0.263574946882016
100.7,0.126909906716705,0.195242427086184,0.263574947455664
100.75,0.126909906991,0.195242427508169,0.263574948025338
100.8,0.126909907263398,0.195242427927235,0.263574948591072
100.85,0.126909907533912,0.195242428343404,0.263574949152895
100.9,0.12690990780256,0.1952424287567,0.263574949710841
100.95,0.126909908069354,0.195242429167145,0.263574950264936
101,0.126909908334309,0.195242429574761,0.263574950815213
101.05,0.126909908597442,0.195242429979573,0.263574951361704
101.1,0.126909908858764,0.1952424303816,0.263574951904436
101.15,0.126909909118292,0.195242430780866,0.263574952443441
101.2,0.126909909376039,0.195242431177393,0.263574952978747
101.25,0.12690990963202,0.195242431571202,0.263574953510384
101.3,0.126909909886248,0.195242431962315,0.263574954038382
101.35,0.126909910138737,0.195242432350753,0.263574954562769
101.4,0.126909910389502,0.195242432736537,0.263574955083573
101.45,0.126909910638555,0.195242433119689,0.263574955600824
101.5,0.126909910885911,0.19524243350023,0.263574956114549
101.55,0.126909911131582,0.195242433878179,0.263574956624776
101.6,0.126909911375584,0.195242434253559,0.263574957131535
101.65,0.126909911617927,0.195242434626388,0.263574957634849
101.7,0.126909911858627,0.195242434996689,0.26357495813475
101.75,0.126909912097696,0.19524243536448,0.263574958631264
101.8,0.126909912335146,0.195242435729781,0.263574959124417
101.85,0.126909912570991,0.195242436092614,0.263574959614236
101.9,0.126909912805244,0.195242436452996,0.263574960100747
101.95,0.126909913037917,0.195242436810947,0.263574960583978
102,0.126909913269022,0.195242437166488,0.263574961063953
102.05,0.126909913498573,0.195242437519637,0.2635749615407
102.1,0.126909913726582,0.195242437870414,0.263574962014245
102.15,0.126909913953061,0.195242438218835,0.26357496248461
102.2,0.126909914178022,0.195242438564923,0.263574962951824
102.25,0.126909914401477,0.195242438908694,0.263574963415911
102.3,0.126909914623439,0.195242439250167,0.263574963876896
102.35,0.126909914843918,0.195242439589361,0.263574964334803
102.4,0.126909915062928,0.195242439926292,0.263574964789657
102.45,0.12690991528048,0.195242440260982,0.263574965241483
102.5,0.126909915496585,0.195242440593445,0.263574965690305
102.55,0.126909915711256,0.195242440923701,0.263574966136147
102.6,0.126909915924502,0.195242441251767,0.263574966579031
102.65,0.126909916136337,0.19524244157766,0.263574967018983
102.7,0.126909916346771,0.195242441901399,0.263574967456027
102.75,0.126909916555815,0.195242442223,0.263574967890185
102.8,0.126909916763482,0.19524244254248,0.263574968321479
102.85,0.12690991696978,0.195242442859857,0.263574968749934
102.9,0.126909917174722,0.195242443175146,0.26357496917557
102.95,0.126909917378318,0.195242443488365,0.263574969598413
103,0.12690991758058,0.195242443799532,0.263574970018484
103.05,0.126909917781517,0.19524244410866,0.263574970435804
103.1,0.126909917981142,0.195242444415769,0.263574970850397
103.15,0.126909918179463,0.195242444720873,0.263574971262283
103.2,0.126909918376491,0.195242445023989,0.263574971671486
103.25,0.126909918572238,0.195242445325131,0.263574972078025
103.3,0.126909918766713,0.195242445624318,0.263574972481924
103.35,0.126909918959927,0.195242445921565,0.263574972883203
103.4,0.126909919151889,0.195242446216885,0.263574973281882
103.45,0.126909919342609,0.195242446510296,0.263574973677983
103.5,0.126909919532098,0.195242446801813,0.263574974071527
103.55,0.126909919720366,0.19524244709145,0.263574974462534
103.6,0.126909919907422,0.195242447379224,0.263574974851025
103.65,0.126909920093277,0.195242447665148,0.26357497523702
103.7,0.126909920277939,0.195242447949239,0.263574975620539
103.75,0.126909920461419,0.195242448231511,0.263574976001602
103.8,0.126909920643726,0.195242448511977,0.263574976380229
103.85,0.126909920824869,0.195242448790654,0.26357497675644
103.9,0.126909921004858,0.195242449067555,0.263574977130252
103.95,0.126909921183702,0.195242449342695,0.263574977501688
104,0.126909921361411,0.195242449616089,0.263574977870766
104.05,0.126909921537993,0.195242449887749,0.263574978237504
104.1,0.126909921713459,0.19524245015769,0.263574978601922
104.15,0.126909921887816,0.195242450425927,0.263574978964038
104.2,0.126909922061074,0.195242450692472,0.263574979323871
104.25,0.12690992223324,0.19524245095734,0.263574979681439
104.3,0.126909922404327,0.195242451220544,0.263574980036762
104.35,0.12690992257434,0.195242451482098,0.263574980389857
104.4,0.126909922743289,0.195242451742015,0.263574980740742
104.45,0.126909922911183,0.195242452000309,0.263574981089435
104.5,0.12690992307803,0.195242452256991,0.263574981435953
104.55,0.126909923243838,0.195242452512077,0.263574981780316
104.6,0.126909923408617,0.195242452765578,0.263574982122539
104.65,0.126909923572374,0.195242453017508,0.263574982462641
104.7,0.126909923735118,0.195242453267878,0.263574982800638
104.75,0.126909923896857,0.195242453516703,0.263574983136549
104.8,0.126909924057599,0.195242453763994,0.263574983470388
104.85,0.126909924217353,0.195242454009764,0.263574983802176
104.9,0.126909924376126,0.195242454254026,0.263574984131926
104.95,0.126909924533926,0.195242454496791,0.263574984459657
105,0.126909924690762,0.195242454738073,0.263574984785384
105.05,0.126909924846641,0.195242454977883,0.263574985109124
105.1,0.126909925001571,0.195242455216232,0.263574985430893
105.15,0.12690992515556,0.195242455453134,0.263574985750707
105.2,0.126909925308616,0.195242455688599,0.263574986068583
105.25,0.126909925460745,0.19524245592264,0.263574986384535
105.3,0.126909925611956,0.195242456155269,0.263574986698581
105.35,0.126909925762257,0.195242456386496,0.263574987010735
105.4,0.126909925911654,0.195242456616333,0.263574987321013
105.45,0.126909926060156,0.195242456844793,0.263574987629431
105.5,0.126909926207768,0.195242457071885,0.263574987936003
105.55,0.1269099263545,0.195242457297622,0.263574988240745
105.6,0.126909926500358,0.195242457522015,0.263574988543672
105.65,0.126909926645348,0.195242457745074,0.263574988844799
105.7,0.12690992678948,0.19524245796681,0.26357498914414
105.75,0.126909926932758,0.195242458187234,0.26357498944171
105.8,0.126909927075191,0.195242458406358,0.263574989737525
105.85,0.126909927216786,0.195242458624192,0.263574990031598
105.9,0.126909927357549,0.195242458840746,0.263574990323944
105.95,0.126909927497487,0.195242459056032,0.263574990614577
106,0.126909927636607,0.195242459270059,0.263574990903511
106.05,0.126909927774916,0.195242459482837,0.263574991190759
106.1,0.12690992791242,0.195242459694379,0.263574991476337
106.15,0.126909928049127,0.195242459904693,0.263574991760259
106.2,0.126909928185042,0.19524246011379,0.263574992042537
106.25,0.126909928320173,0.195242460321679,0.263574992323185
106.3,0.126909928454525,0.195242460528371,0.263574992602217
106.35,0.126909928588106,0.195242460733876,0.263574992879646
106.4,0.126909928720921,0.195242460938204,0.263574993155486
106.45,0.126909928852978,0.195242461141364,0.263574993429751
106.5,0.126909928984282,0.195242461343367,0.263574993702451
106.55,0.126909929114839,0.195242461544221,0.263574993973602
106.6,0.126909929244657,0.195242461743936,0.263574994243216
106.65,0.12690992937374,0.195242461942523,0.263574994511305
106.7,0.126909929502097,0.19524246213999,0.263574994777883
106.75,0.12690992962973,0.195242462336346,0.263574995042962
106.8,0.126909929756649,0.195242462531602,0.263574995306555
106.85,0.126909929882857,0.195242462725765,0.263574995568672
106.9,0.126909930008362,0.195242462918845,0.263574995829329
106.95,0.126909930133169,0.195242463110853,0.263574996088537
107,0.126909930257284,0.195242463301796,0.263574996346307
107.05,0.126909930380713,0.195242463491682,0.263574996602652
107.1,0.126909930503461,0.195242463680522,0.263574996857584
107.15,0.126909930625535,0.195242463868325,0.263574997111115
107.2,0.126909930746939,0.195242464055097,0.263574997363255
107.25,0.12690993086768,0.19524246424085,0.263574997614019
107.3,0.126909930987764,0.19524246442559,0.263574997863416
107.35,0.126909931107195,0.195242464609327,0.263574998111459
107.4,0.126909931225979,0.195242464792068,0.263574998358158
107.45,0.126909931344122,0.195242464973824,0.263574998603525
107.5,0.12690993146163,0.195242465154601,0.263574998847573
107.55,0.126909931578507,0.195242465334408,0.26357499909031
107.6,0.126909931694759,0.195242465513254,0.26357499933175
107.65,0.126909931810391,0.195242465691147,0.263574999571903
107.7,0.126909931925408,0.195242465868093,0.263574999810778
107.75,0.126909932039816,0.195242466044101,0.263575000048387
107.8,0.12690993215362,0.195242466219182,0.263575000284744
107.85,0.126909932266825,0.19524246639334,0.263575000519855
107.9,0.126909932379436,0.195242466566585,0.263575000753734
107.95,0.126909932491459,0.195242466738924,0.26357500098639
108,0.126909932602897,0.195242466910365,0.263575001217832
108.05,0.126909932713757,0.195242467080915,0.263575001448074
108.1,0.126909932824043,0.195242467250583,0.263575001677123
108.15,0.126909932933761,0.195242467419376,0.263575001904992
108.2,0.126909933042914,0.195242467587301,0.263575002131689
108.25,0.126909933151508,0.195242467754366,0.263575002357224
108.3,0.126909933259548,0.195242467920578,0.263575002581609
108.35,0.126909933367038,0.195242468085945,0.263575002804852
108.4,0.126909933473984,0.195242468250473,0.263575003026963
108.45,0.12690993358039,0.195242468414172,0.263575003247954
108.5,0.126909933686259,0.195242468577045,0.263575003467831
108.55,0.126909933791598,0.195242468739102,0.263575003686607
108.6,0.126909933896412,0.195242468900351,0.26357500390429
108.65,0.126909934000703,0.195242469060796,0.263575004120889
108.7,0.126909934104477,0.195242469220446,0.263575004336414
108.75,0.126909934207739,0.195242469379307,0.263575004550875
108.8,0.126909934310493,0.195242469537387,0.263575004764281
108.85,0.126909934412743,0.195242469694692,0.26357500497664
108.9,0.126909934514494,0.195242469851229,0.263575005187963
108.95,0.126909934615749,0.195242470007004,0.263575005398258
109,0.126909934716514,0.195242470162024,0.263575005607534
109.05,0.126909934816793,0.195242470316297,0.2635750058158
109.1,0.12690993491659,0.195242470469827,0.263575006023064
109.15,0.12690993501591,0.195242470622623,0.263575006229338
109.2,0.126909935114755,0.195242470774691,0.263575006434627
109.25,0.126909935213132,0.195242470926037,0.263575006638942
109.3,0.126909935311042,0.195242471076666,0.263575006842289
109.35,0.126909935408492,0.195242471226586,0.26357500704468
109.4,0.126909935505485,0.195242471375803,0.26357500724612
109.45,0.126909935602025,0.195242471524322,0.26357500744662
109.5,0.126909935698115,0.195242471672152,0.263575007646188
109.55,0.126909935793762,0.195242471819297,0.263575007844833
109.6,0.126909935888967,0.195242471965764,0.263575008042561
109.65,0.126909935983734,0.195242472111557,0.26357500823938
109.7,0.126909936078069,0.195242472256685,0.263575008435301
109.75,0.126909936171974,0.195242472401152,0.26357500863033
109.8,0.126909936265455,0.195242472544965,0.263575008824476
109.85,0.126909936358513,0.195242472688129,0.263575009017745
109.9,0.126909936451153,0.19524247283065,0.263575009210147
109.95,0.12690993654338,0.195242472972535,0.26357500940169
110,0.126909936635196,0.195242473113787,0.263575009592379
110.05,0.126909936726605,0.195242473254415,0.263575009782224
110.1,0.126909936817612,0.195242473394423,0.263575009971233
110.15,0.12690993690822,0.195242473533816,0.263575010159413
110.2,0.126909936998431,0.195242473672601,0.263575010346771
110.25,0.126909937088251,0.195242473810783,0.263575010533314
110.3,0.126909937177682,0.195242473948366,0.263575010719051
110.35,0.126909937266729,0.195242474085358,0.263575010903988
110.4,0.126909937355393,0.195242474221763,0.263575011088133
110.45,0.126909937443681,0.195242474357587,0.263575011271494
110.5,0.126909937531593,0.195242474492835,0.263575011454076
110.55,0.126909937619135,0.195242474627512,0.263575011635889
110.6,0.126909937706309,0.195242474761623,0.263575011816938
110.65,0.126909937793119,0.195242474895175,0.263575011997231
110.7,0.126909937879568,0.195242475028171,0.263575012176775
110.75,0.12690993796566,0.195242475160618,0.263575012355575
110.8,0.126909938051397,0.195242475292519,0.263575012533641
110.85,0.126909938136784,0.195242475423881,0.263575012710978
110.9,0.126909938221824,0.195242475554708,0.263575012887593
110.95,0.126909938306519,0.195242475685006,0.263575013063494
111,0.126909938390873,0.195242475814779,0.263575013238685
111.05,0.126909938474889,0.195242475944033,0.263575013413176
111.1,0.12690993855857,0.195242476072771,0.263575013586972
111.15,0.12690993864192,0.195242476200999,0.263575013760078
111.2,0.126909938724942,0.195242476328722,0.263575013932502
111.25,0.126909938807639,0.195242476455946,0.263575014104253
111.3,0.126909938890012,0.195242476582672,0.263575014275332
111.35,0.126909938972067,0.195242476708909,0.26357501444575
111.4,0.126909939053807,0.195242476834659,0.263575014615512
111.45,0.126909939135232,0.195242476959927,0.263575014784622
111.5,0.126909939216348,0.195242477084718,0.263575014953088
111.55,0.126909939297157,0.195242477209037,0.263575015120917
111.6,0.126909939377662,0.195242477332889,0.263575015288116
111.65,0.126909939457866,0.195242477456277,0.263575015454688
111.7,0.126909939537771,0.195242477579206,0.263575015620641
111.75,0.126909939617381,0.19524247770168,0.26357501578598
111.8,0.126909939696699,0.195242477823706,0.263575015950713
111.85,0.126909939775727,0.195242477945286,0.263575016114844
111.9,0.126909939854468,0.195242478066423,0.263575016278378
111.95,0.126909939932925,0.195242478187124,0.263575016441324
112,0.126909940011101,0.195242478307393,0.263575016603684
112.05,0.126909940088999,0.195242478427234,0.263575016765468
112.1,0.126909940166621,0.19524247854665,0.263575016926678
112.15,0.126909940243971,0.195242478665647,0.263575017087323
112.2,0.12690994032105,0.195242478784228,0.263575017247406
112.25,0.126909940397861,0.195242478902397,0.263575017406933
112.3,0.126909940474408,0.195242479020159,0.26357501756591
112.35,0.126909940550692,0.195242479137518,0.263575017724343
112.4,0.126909940626717,0.195242479254477,0.263575017882236
112.45,0.126909940702485,0.195242479371041,0.263575018039597
112.5,0.126909940777999,0.195242479487214,0.263575018196429
112.55,0.126909940853261,0.195242479602999,0.263575018352738
112.6,0.126909940928274,0.195242479718402,0.26357501850853
112.65,0.126909941003041,0.195242479833425,0.26357501866381
112.7,0.126909941077563,0.195242479948072,0.263575018818582
112.75,0.126909941151844,0.195242480062349,0.263575018972854
112.8,0.126909941225885,0.195242480176256,0.263575019126628
112.85,0.12690994129969,0.195242480289801,0.263575019279912
112.9,0.126909941373261,0.195242480402985,0.263575019432708
112.95,0.1269099414466,0.195242480515812,0.263575019585024
113,0.12690994151971,0.195242480628287,0.263575019736864
113.05,0.126909941592593,0.195242480740413,0.263575019888232
113.1,0.126909941665252,0.195242480852194,0.263575020039135
113.15,0.126909941737688,0.195242480963632,0.263575020189575
113.2,0.126909941809905,0.195242481074732,0.26357502033956
113.25,0.126909941881904,0.195242481185499,0.263575020489093
113.3,0.126909941953689,0.195242481295934,0.26357502063818
113.35,0.12690994202526,0.195242481406042,0.263575020786824
113.4,0.126909942096621,0.195242481515826,0.263575020935032
113.45,0.126909942167774,0.195242481625291,0.263575021082807
113.5,0.126909942238721,0.195242481734438,0.263575021230154
113.55,0.126909942309465,0.195242481843272,0.263575021377079
113.6,0.126909942380006,0.195242481951795,0.263575021523585
113.65,0.126909942450349,0.195242482060013,0.263575021669677
113.7,0.126909942520494,0.195242482167927,0.263575021815359
113.75,0.126909942590445,0.195242482275542,0.263575021960638
113.8,0.126909942660203,0.195242482382859,0.263575022105516
113.85,0.126909942729771,0.195242482489885,0.263575022249998
113.9,0.12690994279915,0.195242482596619,0.263575022394089
113.95,0.126909942868342,0.195242482703068,0.263575022537793
114,0.126909942937352,0.195242482809234,0.263575022681116
114.05,0.126909943006178,0.195242482915118,0.263575022824059
114.1,0.126909943074825,0.195242483020727,0.263575022966629
114.15,0.126909943143293,0.195242483126061,0.263575023108829
114.2,0.126909943211586,0.195242483231125,0.263575023250664
114.25,0.126909943279705,0.195242483335922,0.263575023392138
114.3,0.126909943347652,0.195242483440454,0.263575023533256
114.35,0.12690994341543,0.195242483544725,0.263575023674021
114.4,0.12690994348304,0.195242483648738,0.263575023814437
114.45,0.126909943550483,0.195242483752496,0.263575023954509
114.5,0.126909943617763,0.195242483856002,0.26357502409424
114.55,0.126909943684881,0.195242483959258,0.263575024233635
114.6,0.12690994375184,0.19524248406227,0.263575024372699
114.65,0.12690994381864,0.195242484165037,0.263575024511434
114.7,0.126909943885284,0.195242484267564,0.263575024649845
114.75,0.126909943951774,0.195242484369855,0.263575024787937
114.8,0.126909944018112,0.195242484471911,0.26357502492571
114.85,0.126909944084299,0.195242484573736,0.263575025063173
114.9,0.126909944150338,0.195242484675332,0.263575025200326
114.95,0.12690994421623,0.195242484776703,0.263575025337176
115,0.126909944281977,0.19524248487785,0.263575025473724
115.05,0.126909944347582,0.195242484978779,0.263575025609976
115.1,0.126909944413045,0.195242485079489,0.263575025745934
115.15,0.126909944478369,0.195242485179986,0.263575025881603
115.2,0.126909944543555,0.195242485280271,0.263575026016986
115.25,0.126909944608606,0.195242485380347,0.263575026152088
115.3,0.126909944673522,0.195242485480216,0.263575026286911
115.35,0.126909944738306,0.195242485579882,0.263575026421459
115.4,0.12690994480296,0.195242485679348,0.263575026555736
115.45,0.126909944867485,0.195242485778615,0.263575026689746
115.5,0.126909944931883,0.195242485877687,0.263575026823491
115.55,0.126909944996156,0.195242485976567,0.263575026956978
115.6,0.126909945060305,0.195242486075256,0.263575027090207
115.65,0.126909945124332,0.195242486173757,0.263575027223182
115.7,0.126909945188239,0.195242486272074,0.263575027355909
115.75,0.126909945252027,0.195242486370208,0.263575027488388
115.8,0.126909945315699,0.195242486468162,0.263575027620626
115.85,0.126909945379255,0.195242486565939,0.263575027752623
115.9,0.126909945442697,0.19524248666354,0.263575027884384
115.95,0.126909945506027,0.19524248676097,0.263575028015913
116,0.126909945569248,0.195242486858231,0.263575028147213
116.05,0.126909945632359,0.195242486955323,0.263575028278288
116.1,0.126909945695364,0.195242487052252,0.26357502840914
116.15,0.126909945758263,0.195242487149017,0.263575028539772
116.2,0.126909945821057,0.195242487245623,0.263575028670188
116.25,0.12690994588375,0.195242487342071,0.263575028800392
116.3,0.126909945946341,0.195242487438363,0.263575028930386
116.35,0.126909946008833,0.195242487534503,0.263575029060173
116.4,0.126909946071228,0.195242487630493,0.263575029189758
116.45,0.126909946133525,0.195242487726334,0.263575029319143
116.5,0.126909946195729,0.19524248782203,0.263575029448331
116.55,0.126909946257839,0.195242487917582,0.263575029577325
116.6,0.126909946319857,0.195242488012993,0.263575029706129
116.65,0.126909946381785,0.195242488108265,0.263575029834745
116.7,0.126909946443625,0.195242488203401,0.263575029963178
116.75,0.126909946505377,0.195242488298403,0.263575030091429
116.8,0.126909946567043,0.195242488393272,0.263575030219502
116.85,0.126909946628625,0.195242488488012,0.263575030347399
116.9,0.126909946690124,0.195242488582624,0.263575030475125
116.95,0.126909946751542,0.195242488677111,0.26357503060268
117,0.126909946812879,0.195242488771474,0.26357503073007
117.05,0.126909946874138,0.195242488865717,0.263575030857296
117.1,0.12690994693532,0.195242488959841,0.263575030984363
117.15,0.126909946996426,0.195242489053849,0.263575031111271
117.2,0.126909947057457,0.195242489147742,0.263575031238026
117.25,0.126909947118416,0.195242489241522,0.263575031364628
117.3,0.126909947179302,0.195242489335192,0.263575031491082
117.35,0.126909947240119,0.195242489428754,0.26357503161739
117.4,0.126909947300866,0.19524248952221,0.263575031743554
117.45,0.126909947361546,0.195242489615562,0.263575031869578
117.5,0.12690994742216,0.195242489708812,0.263575031995465
117.55,0.126909947482708,0.195242489801962,0.263575032121216
117.6,0.126909947543194,0.195242489895015,0.263575032246837
117.65,0.126909947603617,0.195242489987972,0.263575032372326
117.7,0.126909947663979,0.195242490080835,0.263575032497691
117.75,0.126909947724281,0.195242490173606,0.263575032622931
117.8,0.126909947784526,0.195242490266288,0.26357503274805
117.85,0.126909947844713,0.195242490358882,0.263575032873051
117.9,0.126909947904844,0.19524249045139,0.263575032997935
117.95,0.126909947964921,0.195242490543814,0.263575033122707
118,0.126909948024944,0.195242490636156,0.263575033247368
118.05,0.126909948084916,0.195242490728419,0.263575033371921
118.1,0.126909948144837,0.195242490820603,0.263575033496369
118.15,0.126909948204709,0.195242490912711,0.263575033620714
118.2,0.126909948264532,0.195242491004745,0.263575033744959
118.25,0.126909948324308,0.195242491096708,0.263575033869107
118.3,0.12690994838404,0.1952424911886,0.26357503399316
118.35,0.126909948443725,0.195242491280422,0.263575034117119
118.4,0.126909948503368,0.195242491372179,0.26357503424099
118.45,0.126909948562968,0.19524249146387,0.263575034364771
118.5,0.126909948622528,0.195242491555499,0.26357503448847
118.55,0.126909948682048,0.195242491647066,0.263575034612084
118.6,0.126909948741529,0.195242491738574,0.263575034735619
118.65,0.126909948800973,0.195242491830025,0.263575034859077
118.7,0.126909948860381,0.19524249192142,0.263575034982458
118.75,0.126909948919754,0.195242492012761,0.263575035105768
118.8,0.126909948979093,0.19524249210405,0.263575035229007
118.85,0.126909949038399,0.195242492195289,0.263575035352178
118.9,0.126909949097674,0.195242492286479,0.263575035475284
118.95,0.126909949156918,0.195242492377622,0.263575035598326
119,0.126909949216133,0.19524249246872,0.263575035721307
119.05,0.126909949275319,0.195242492559774,0.263575035844229
119.1,0.126909949334479,0.195242492650788,0.263575035967097
119.15,0.126909949393613,0.195242492741761,0.263575036089909
119.2,0.126909949452722,0.195242492832696,0.263575036212671
119.25,0.126909949511807,0.195242492923595,0.263575036335383
119.3,0.126909949570869,0.195242493014459,0.263575036458048
119.35,0.12690994962991,0.195242493105289,0.263575036580668
119.4,0.126909949688931,0.195242493196088,0.263575036703246
119.45,0.126909949747932,0.195242493286857,0.263575036825783
119.5,0.126909949806915,0.195242493377599,0.263575036948283
119.55,0.126909949865881,0.195242493468314,0.263575037070747
