"year","lower","central","upper"
45.7,0.126741752934672,0.19498373370773,0.263225714480789
45.75,0.12674305731051,0.19498574040296,0.26322842349541
45.8,0.126744351569687,0.194987731534383,0.263231111499079
45.85,0.126745635790663,0.194989707222702,0.263233778654741
45.9,0.126746910051287,0.194991667587683,0.263236425124079
45.95,0.126748174428805,0.194993612748165,0.263239051067525
46,0.126749428999864,0.194995542822064,0.263241656644265
46.05,0.126750673840517,0.194997457926383,0.263244242012249
46.1,0.126751909026226,0.194999358177215,0.263246807328204
46.15,0.126753134631872,0.195001243689757,0.263249352747643
46.2,0.126754350731749,0.19500311457831,0.26325187842487
46.25,0.12675555739958,0.195004970956288,0.263254384512996
46.3,0.126756754708515,0.195006812936227,0.26325687116394
46.35,0.126757942731135,0.195008640629792,0.263259338528449
46.4,0.12675912153946,0.195010454147778,0.263261786756097
46.45,0.126760291204951,0.195012253600125,0.263264215995298
46.5,0.126761451798516,0.195014039095917,0.263266626393319
46.55,0.126762603390512,0.195015810743395,0.263269018096279
46.6,0.126763746050749,0.19501756864996,0.263271391249171
46.65,0.126764879848499,0.195019312922178,0.263273745995858
46.7,0.126766004852495,0.195021043665792,0.26327608247909
46.75,0.126767121130935,0.195022760985722,0.263278400840508
46.8,0.126768228751494,0.195024464986076,0.26328070122066
46.85,0.126769327781314,0.195026155770155,0.263282983758995
46.9,0.126770418287025,0.195027833440458,0.263285248593891
46.95,0.126771500334734,0.19502949809869,0.263287495862647
47,0.126772573990038,0.195031149845767,0.263289725701496
47.05,0.126773639318025,0.195032788781822,0.263291938245619
47.1,0.126774696383279,0.195034415006212,0.263294133629146
47.15,0.126775745249881,0.195036028617524,0.263296311985167
47.2,0.126776785981417,0.19503762971358,0.263298473445744
47.25,0.12677781864098,0.195039218391443,0.263300618141906
47.3,0.126778843291172,0.195040794747424,0.263302746203675
47.35,0.126779859994112,0.195042358877086,0.26330485776006
47.4,0.126780868811435,0.195043910875253,0.263306952939072
47.45,0.126781869804299,0.195045450836013,0.263309031867726
47.5,0.126782863033388,0.195046978852722,0.263311094672055
47.55,0.126783848558916,0.195048495018015,0.263313141477115
47.6,0.126784826440628,0.195049999423809,0.263315172406989
47.65,0.126785796737808,0.195051492161304,0.263317187584801
47.7,0.126786759509278,0.195052973320999,0.263319187132719
47.75,0.126787714813407,0.195054442992685,0.263321171171964
47.8,0.126788662708108,0.195055901265462,0.263323139822816
47.85,0.126789603250846,0.195057348227734,0.263325093204622
47.9,0.126790536498642,0.195058783967224,0.263327031435806
47.95,0.126791462508073,0.195060208570972,0.263328954633872
48,0.126792381335277,0.195061622125345,0.263330862915412
48.05,0.126793293035959,0.195063024716036,0.263332756396114
48.1,0.12679419766539,0.19506441642808,0.263334635190771
48.15,0.126795095278412,0.195065797345848,0.263336499413284
48.2,0.126795985929444,0.195067167553057,0.26333834917667
48.25,0.12679686967248,0.195068527132777,0.263340184593073
48.3,0.126797746561099,0.195069876167431,0.263342005773763
48.35,0.12679861664846,0.195071214738804,0.263343812829149
48.4,0.126799479987314,0.19507254292805,0.263345605868786
48.45,0.12680033663,0.195073860815688,0.263347385001376
48.5,0.126801186628452,0.195075168481615,0.263349150334778
48.55,0.126802030034202,0.19507646600511,0.263350901976017
48.6,0.126802866898382,0.195077753464835,0.263352640031288
48.65,0.126803697271728,0.195079030938844,0.263354364605961
48.7,0.12680452120458,0.195080298504584,0.263356075804588
48.75,0.12680533874689,0.195081556238902,0.263357773730914
48.8,0.126806149948223,0.195082804218048,0.263359458487874
48.85,0.126806954857758,0.195084042517684,0.26336113017761
48.9,0.126807753524293,0.19508527121288,0.263362788901467
48.95,0.126808545996249,0.195086490378129,0.263364434760009
49,0.126809332321668,0.195087700087342,0.263366067853016
49.05,0.126810112548225,0.195088900413861,0.263367688279498
49.1,0.12681088672322,0.195090091430457,0.263369296137694
49.15,0.126811654893589,0.195091273209336,0.263370891525082
49.2,0.126812417105903,0.195092445822144,0.263372474538385
49.25,0.126813173406372,0.195093609339974,0.263374045273575
49.3,0.126813923840848,0.195094763833364,0.26337560382588
49.35,0.126814668454828,0.195095909372309,0.26337715028979
49.4,0.126815407293454,0.195097046026257,0.26337868475906
49.45,0.126816140401519,0.19509817386412,0.263380207326722
49.5,0.126816867823471,0.195099292954276,0.263381718085082
49.55,0.126817589603408,0.19510040336457,0.263383217125732
49.6,0.126818305785092,0.195101505162325,0.263384704539557
49.65,0.126819016411942,0.195102598414337,0.263386180416732
49.7,0.12681972152704,0.195103683186887,0.263387644846735
49.75,0.126820421173137,0.195104759545743,0.263389097918349
49.8,0.126821115392649,0.19510582755616,0.263390539719672
49.85,0.126821804227664,0.195106887282889,0.263391970338114
49.9,0.126822487719945,0.195107938790177,0.263393389860409
49.95,0.126823165910931,0.195108982141775,0.26339479837262
50,0.126823838841736,0.195110017400938,0.26339619596014
50.05,0.126824506553162,0.195111044630433,0.263397582707703
50.1,0.126825169085687,0.195112063892534,0.263398958699382
50.15,0.12682582647948,0.19511307524904,0.263400324018599
50.2,0.126826478774397,0.195114078761264,0.263401678748131
50.25,0.126827126009986,0.195115074490049,0.263403022970113
50.3,0.126827768225486,0.195116062495763,0.263404356766039
50.35,0.126828405459834,0.195117042838305,0.263405680216777
50.4,0.126829037751663,0.195118015577113,0.263406993402564
50.45,0.126829665139307,0.19511898077116,0.263408296403012
50.5,0.126830287660805,0.195119938478964,0.263409589297123
50.55,0.126830905353898,0.195120888758589,0.263410872163281
50.6,0.126831518256035,0.195121831667649,0.263412145079264
50.65,0.126832126404375,0.19512276726331,0.263413408122245
50.7,0.12683272983579,0.195123695602295,0.2634146613688
50.75,0.126833328586864,0.195124616740888,0.263415904894913
50.8,0.126833922693898,0.195125530734936,0.263417138775973
50.85,0.126834512192912,0.195126437639852,0.263418363086791
50.9,0.126835097119646,0.195127337510619,0.263419577901593
50.95,0.126835677509563,0.195128230401797,0.26342078329403
51,0.126836253397852,0.195129116367519,0.263421979337187
51.05,0.126836824819426,0.195129995461499,0.263423166103572
51.1,0.12683739180893,0.195130867737036,0.263424343665141
51.15,0.126837954400741,0.195131733247014,0.263425512093287
51.2,0.126838512628968,0.195132592043909,0.263426671458851
51.25,0.126839066527453,0.195133444179787,0.26342782183212
51.3,0.126839616129781,0.195134289706312,0.263428963282842
51.35,0.126840161469272,0.195135128674746,0.26343009588022
51.4,0.12684070257899,0.195135961135957,0.263431219692924
51.45,0.12684123949174,0.195136787140414,0.263432334789087
51.5,0.126841772240077,0.195137606738198,0.263433441236318
51.55,0.126842300856298,0.195138419978997,0.263434539101696
51.6,0.126842825372455,0.195139226912121,0.263435628451787
51.65,0.126843345820347,0.195140027586491,0.263436709352635
51.7,0.126843862231529,0.195140822050651,0.263437781869774
51.75,0.126844374637309,0.195141610352769,0.263438846068229
51.8,0.126844883068756,0.19514239254064,0.263439902012524
51.85,0.126845387556693,0.195143168661684,0.263440949766675
51.9,0.126845888131709,0.195143938762959,0.263441989394209
51.95,0.126846384824152,0.195144702891155,0.263443020958159
52,0.126846877664136,0.1951454610926,0.263444044521064
52.05,0.126847366681542,0.195146213413263,0.263445060144985
52.1,0.126847851906018,0.195146959898758,0.263446067891498
52.15,0.126848333366983,0.19514770059434,0.263447067821698
52.2,0.126848811093628,0.195148435544921,0.263448059996215
52.25,0.126849285114917,0.195149164795059,0.263449044475201
52.3,0.126849755459589,0.195149888388967,0.263450021318345
52.35,0.126850222156162,0.195150606370517,0.263450990584872
52.4,0.12685068523293,0.19515131878324,0.263451952333549
52.45,0.126851144717969,0.195152025670326,0.263452906622684
52.5,0.126851600639139,0.195152727074637,0.263453853510136
52.55,0.12685205302408,0.195153423038698,0.263454793053315
52.6,0.126852501900222,0.195154113604703,0.263455725309185
52.65,0.126852947294778,0.195154798814522,0.263456650334267
52.7,0.126853389234754,0.195155478709699,0.263457568184645
52.75,0.126853827746943,0.195156153331456,0.263458478915968
52.8,0.126854262857933,0.195156822720693,0.263459382583453
52.85,0.126854694594104,0.195157486917997,0.26346027924189
52.9,0.126855122981632,0.195158145963638,0.263461168945643
52.95,0.126855548046491,0.195158799897572,0.263462051748653
53,0.12685596981445,0.195159448759448,0.263462927704445
53.05,0.126856388311083,0.195160092588605,0.263463796866127
53.1,0.126856803561763,0.19516073142408,0.263464659286398
53.15,0.126857215591666,0.195161365304605,0.263465515017544
53.2,0.126857624425773,0.195161994268611,0.263466364111449
53.25,0.126858030088872,0.195162618354233,0.263467206619594
53.3,0.126858432605558,0.195163237599308,0.263468042593058
53.35,0.126858832000235,0.195163852041381,0.263468872082527
53.4,0.12685922829712,0.195164461717707,0.263469695138294
53.45,0.126859621520239,0.195165066665249,0.263470511810259
53.5,0.126860011693433,0.195165666920686,0.263471322147938
53.55,0.126860398840359,0.19516626252041,0.26347212620046
53.6,0.126860782984489,0.195166853500533,0.263472924016576
53.65,0.126861164149114,0.195167439896886,0.263473715644658
53.7,0.126861542357344,0.195168021745023,0.263474501132702
53.75,0.12686191763211,0.19516859908022,0.263475280528331
53.8,0.126862289996163,0.195169171937482,0.2634760538788
53.85,0.126862659472083,0.195169740351541,0.263476821231
53.9,0.126863026082268,0.19517030435686,0.263477582631452
53.95,0.126863389848947,0.195170863987634,0.263478338126321
54,0.126863750794176,0.195171419277794,0.263479087761413
54.05,0.126864108939837,0.195171970261007,0.263479831582177
54.1,0.126864464307647,0.195172516970681,0.263480569633715
54.15,0.12686481691915,0.19517305943996,0.263481301960771
54.2,0.126865166795725,0.195173597701736,0.263482028607747
54.25,0.126865513958586,0.195174131788643,0.263482749618701
54.3,0.126865858428781,0.195174661733064,0.263483465037346
54.35,0.126866200227196,0.195175187567128,0.26348417490706
54.4,0.126866539374553,0.195175709322717,0.263484879270881
54.45,0.126866875891416,0.195176227031466,0.263485578171517
54.5,0.126867209798187,0.195176740724763,0.26348627165134
54.55,0.126867541115111,0.195177250433754,0.263486959752396
54.6,0.126867869862277,0.195177756189342,0.263487642516407
54.65,0.126868196059615,0.195178258022191,0.263488319984766
54.7,0.126868519726904,0.195178755962728,0.263488992198551
54.75,0.126868840883768,0.195179250041142,0.263489659198516
54.8,0.126869159549678,0.195179740287391,0.263490321025105
54.85,0.126869475743955,0.195180226731197,0.26349097771844
54.9,0.12686978948577,0.195180709402054,0.263491629318339
54.95,0.126870100794146,0.195181188329228,0.26349227586431
55,0.126870409687957,0.195181663541754,0.263492917395551
55.05,0.126870716185931,0.195182135068445,0.263493553950959
55.1,0.126871020306652,0.195182602937891,0.263494185569129
55.15,0.126871322068558,0.195183067178457,0.263494812288356
55.2,0.126871621489947,0.195183527818293,0.263495434146639
55.25,0.12687191858897,0.195183984885325,0.26349605118168
55.3,0.126872213383642,0.195184438407266,0.26349666343089
55.35,0.126872505891836,0.195184888411614,0.263497270931391
55.4,0.126872796131287,0.195185334925652,0.263497873720016
55.45,0.126873084119593,0.195185777976453,0.263498471833312
55.5,0.126873369874214,0.195186217590878,0.263499065307542
55.55,0.126873653412476,0.195186653795583,0.26349965417869
55.6,0.12687393475157,0.195187086617014,0.263500238482459
55.65,0.126874213908552,0.195187516081413,0.263500818254275
55.7,0.12687449090035,0.19518794221482,0.263501393529289
55.75,0.126874765743756,0.19518836504307,0.263501964342383
55.8,0.126875038455436,0.1951887845918,0.263502530728164
55.85,0.126875309051923,0.195189200886447,0.263503092720972
55.9,0.126875577549623,0.195189613952252,0.26350365035488
55.95,0.126875843964817,0.195190023814259,0.2635042036637
56,0.126876108313656,0.195190430497316,0.263504752680976
56.05,0.126876370612169,0.195190834026084,0.263505297439999
56.1,0.126876630876258,0.195191234425027,0.263505837973796
56.15,0.126876889121704,0.195191631718421,0.263506374315138
56.2,0.126877145364164,0.195192025930356,0.263506906496547
56.25,0.126877399619175,0.195192417084731,0.263507434550288
56.3,0.126877651902151,0.195192805205263,0.263507958508376
56.35,0.126877902228389,0.195193190315485,0.263508478402581
56.4,0.126878150613065,0.195193572438743,0.263508994264422
56.45,0.126878397071241,0.195193951598209,0.263509506125177
56.5,0.126878641617858,0.19519432781687,0.263510014015881
56.55,0.126878884267744,0.195194701117535,0.263510517967327
56.6,0.126879125035611,0.19519507152284,0.263511018010069
56.65,0.126879363936056,0.19519543905524,0.263511514174425
56.7,0.126879600983564,0.195195803737022,0.26351200649048
56.75,0.126879836192507,0.195196165590294,0.26351249498808
56.8,0.126880069577147,0.195196524636995,0.263512979696844
56.85,0.126880301151633,0.195196880898897,0.263513460646161
56.9,0.126880530930005,0.195197234397598,0.26351393786519
56.95,0.126880758926196,0.195197585154531,0.263514411382866
57,0.126880985154029,0.195197933190963,0.263514881227898
57.05,0.12688120962722,0.195198278527996,0.263515347428772
57.1,0.126881432359378,0.195198621186567,0.263515810013755
57.15,0.126881653364009,0.195198961187451,0.263516269010893
57.2,0.126881872654512,0.195199298551264,0.263516724448016
57.25,0.126882090244183,0.19519963329846,0.263517176352737
57.3,0.126882306146213,0.195199965449333,0.263517624752454
57.35,0.126882520373693,0.195200295024024,0.263518069674354
57.4,0.126882732939613,0.195200622042514,0.263518511145415
57.45,0.126882943856859,0.195200946524629,0.2635189491924
57.5,0.12688315313822,0.195201268490045,0.263519383841871
57.55,0.126883360796384,0.195201587958281,0.263519815120178
57.6,0.126883566843943,0.195201904948707,0.263520243053472
57.65,0.126883771293388,0.195202219480543,0.263520667667697
57.7,0.126883974157116,0.195202531572857,0.263521088988599
57.75,0.126884175447425,0.195202841244573,0.263521507041721
57.8,0.126884375176521,0.195203148514466,0.263521921852411
57.85,0.126884573356513,0.195203453401166,0.263522333445819
57.9,0.126884769999416,0.195203755923157,0.263522741846898
57.95,0.126884965117154,0.195204056098783,0.263523147080412
58,0.126885158721555,0.195204353946242,0.263523549170929
58.05,0.126885350824359,0.195204649483592,0.263523948142826
58.1,0.126885541437212,0.195204942728754,0.263524344020296
58.15,0.126885730571672,0.195205233699506,0.263524736827341
58.2,0.126885918239206,0.19520552241349,0.263525126587775
58.25,0.126886104451191,0.19520580888821,0.263525513325229
58.3,0.126886289218918,0.195206093141035,0.263525897063152
58.35,0.12688647255359,0.1952063751892,0.26352627782481
58.4,0.126886654466322,0.195206655049805,0.263526655633288
58.45,0.126886834968143,0.195206932739818,0.263527030511493
58.5,0.126887014069997,0.195207208276075,0.263527402482153
58.55,0.126887191782743,0.195207481675283,0.263527771567822
58.6,0.126887368117156,0.195207752954016,0.263528137790876
58.65,0.126887543083927,0.195208022128724,0.26352850117352
58.7,0.126887716693664,0.195208289215724,0.263528861737785
58.75,0.126887888956893,0.195208554231213,0.263529219505533
58.8,0.126888059884058,0.195208817191256,0.263529574498455
58.85,0.126888229485523,0.195209078111798,0.263529926738074
58.9,0.12688839777157,0.195209337008657,0.263530276245745
58.95,0.126888564752403,0.195209593897532,0.263530623042662
59,0.126888730438145,0.195209848793996,0.263530967149847
59.05,0.126888894838843,0.195210101713504,0.263531308588165
59.1,0.126889057964462,0.19521035267139,0.263531647378318
59.15,0.126889219824895,0.195210601682871,0.263531983540847
59.2,0.126889380429955,0.195210848763043,0.263532317096131
59.25,0.126889539789377,0.195211093926886,0.263532648064395
59.3,0.126889697912826,0.195211337189265,0.263532976465705
59.35,0.126889854809887,0.19521157856493,0.263533302319972
59.4,0.126890010490073,0.195211818068513,0.263533625646953
59.45,0.126890164962824,0.195212055714537,0.26353394646625
59.5,0.126890318237503,0.195212291517409,0.263534264797314
59.55,0.126890470323406,0.195212525491426,0.263534580659446
59.6,0.126890621229751,0.195212757650773,0.263534894071796
59.65,0.12689077096569,0.195212988009528,0.263535205053366
59.7,0.126890919540299,0.195213216581654,0.26353551362301
59.75,0.126891066962587,0.195213443381013,0.263535819799439
59.8,0.126891213241493,0.195213668421353,0.263536123601213
59.85,0.126891358385884,0.195213891716319,0.263536425046753
59.9,0.126891502404561,0.195214113279448,0.263536724154335
59.95,0.126891645306256,0.195214333124174,0.263537020942093
60,0.126891787099633,0.195214551263827,0.263537315428022
60.05,0.126891927793288,0.195214767711632,0.263537607629976
60.1,0.126892067395751,0.19521498248071,0.26353789756567
60.15,0.126892205915487,0.195215195584085,0.263538185252684
60.2,0.126892343360893,0.195215407034676,0.263538470708459
60.25,0.126892479740304,0.195215616845303,0.263538753950302
60.3,0.126892615061987,0.195215825028687,0.263539034995387
60.35,0.126892749334147,0.195216031597449,0.263539313860752
60.4,0.126892882564924,0.195216236564114,0.263539590563304
60.45,0.126893014762396,0.195216439941108,0.26353986511982
60.5,0.126893145934579,0.195216641740762,0.263540137546946
60.55,0.126893276089424,0.195216841975311,0.263540407861198
60.6,0.126893405234824,0.195217040656895,0.263540676078966
60.65,0.126893533378607,0.195217237797559,0.263540942216511
60.7,0.126893660528543,0.195217433409255,0.263541206289968
60.75,0.126893786692342,0.195217627503845,0.263541468315348
60.8,0.126893911877651,0.195217820093094,0.263541728308537
60.85,0.126894036092062,0.19521801118868,0.263541986285298
60.9,0.126894159343104,0.195218200802188,0.263542242261272
60.95,0.12689428163825,0.195218388945114,0.263542496251978
61,0.126894402984916,0.195218575628866,0.263542748272816
61.05,0.126894523390458,0.195218760864761,0.263542998339065
61.1,0.126894642862174,0.195218944664029,0.263543246465884
61.15,0.126894761407311,0.195219127037815,0.263543492668319
61.2,0.126894879033053,0.195219307997174,0.263543736961295
61.25,0.126894995746533,0.195219487553079,0.263543979359625
61.3,0.126895111554827,0.195219665716416,0.263544219878005
61.35,0.126895226464956,0.195219842497985,0.263544458531014
61.4,0.126895340483887,0.195220017908506,0.263544695333124
61.45,0.126895453618533,0.195220191958613,0.263544930298692
61.5,0.126895565875752,0.195220364658857,0.263545163441961
61.55,0.126895677262351,0.19522053601971,0.263545394777069
61.6,0.126895787785081,0.19522070605156,0.263545624318038
61.65,0.126895897450646,0.195220874764717,0.263545852078787
61.7,0.126896006265693,0.195221042169409,0.263546078073124
61.75,0.126896114236819,0.195221208275784,0.26354630231475
61.8,0.12689622137057,0.195221373093915,0.26354652481726
61.85,0.126896327673441,0.195221536633793,0.263546745594144
61.9,0.126896433151878,0.195221698905333,0.263546964658788
61.95,0.126896537812275,0.195221859918374,0.263547182024472
62,0.126896641660978,0.195222019682676,0.263547397704374
62.05,0.126896744704282,0.195222178207927,0.263547611711572
62.1,0.126896846948435,0.195222335503738,0.26354782405904
62.15,0.126896948399635,0.195222491579642,0.26354803475965
62.2,0.126897049064034,0.195222646445107,0.263548243826179
62.25,0.126897148947734,0.195222800109516,0.263548451271299
62.3,0.126897248056791,0.19522295258219,0.263548657107589
62.35,0.126897346397213,0.19522310387237,0.263548861347528
62.4,0.126897443974962,0.19522325398923,0.263549064003497
62.45,0.126897540795955,0.195223402941869,0.263549265087784
62.5,0.126897636866061,0.195223550739321,0.26354946461258
62.55,0.126897732191105,0.195223697390542,0.26354966258998
62.6,0.126897826776865,0.195223842904426,0.263549859031987
62.65,0.126897920629077,0.195223987289794,0.263550053950512
62.7,0.12689801375343,0.195224130555401,0.263550247357371
62.75,0.12689810615557,0.19522427270993,0.26355043926429
62.8,0.126898197841099,0.195224413762001,0.263550629682903
62.85,0.126898288815575,0.195224553720165,0.263550818624755
62.9,0.126898379084514,0.195224692592907,0.2635510061013
62.95,0.126898468653389,0.195224830388647,0.263551192123905
63,0.126898557527628,0.195224967115737,0.263551376703846
63.05,0.126898645712622,0.195225102782469,0.263551559852315
63.1,0.126898733213716,0.195225237397066,0.263551741580416
63.15,0.126898820036215,0.19522537096769,0.263551921899165
63.2,0.126898906185383,0.195225503502438,0.263552100819493
63.25,0.126898991666441,0.195225635009345,0.263552278352249
63.3,0.126899076484573,0.195225765496385,0.263552454508196
63.35,0.126899160644922,0.195225894971468,0.263552629298013
63.4,0.126899244152588,0.195226023442442,0.263552802732297
63.45,0.126899327012635,0.195226150917098,0.263552974821561
63.5,0.126899409230086,0.195226277403163,0.26355314557624
63.55,0.126899490809926,0.195226402908305,0.263553315006685
63.6,0.126899571757099,0.195226527440133,0.263553483123167
63.65,0.126899652076515,0.195226651006197,0.26355364993588
63.7,0.126899731773042,0.195226773613988,0.263553815454934
63.75,0.126899810851511,0.195226895270939,0.263553979690367
63.8,0.126899889316718,0.195227015984426,0.263554142652134
63.85,0.126899967173417,0.195227135761765,0.263554304350113
63.9,0.126900044426331,0.19522725461022,0.26355446479411
63.95,0.126900121080141,0.195227372536995,0.263554623993849
64,0.126900197139496,0.19522748954924,0.263554781958984
64.05,0.126900272609006,0.195227605654047,0.263554938699088
64.1,0.126900347493246,0.195227720858456,0.263555094223667
64.15,0.126900421796757,0.195227835169452,0.263555248542147
64.2,0.126900495524043,0.195227948593964,0.263555401663885
64.25,0.126900568679573,0.195228061138867,0.263555553598162
64.3,0.126900641267782,0.195228172810986,0.26355570435419
64.35,0.126900713293072,0.19522828361709,0.263555853941109
64.4,0.126900784759807,0.195228393563897,0.263556002367986
64.45,0.126900855672322,0.19522850265807,0.263556149643819
64.5,0.126900926034915,0.195228610906227,0.263556295777539
64.55,0.126900995851851,0.195228718314927,0.263556440778003
64.6,0.126901065127363,0.195228824890682,0.263556584654001
64.65,0.126901133865651,0.195228930639954,0.263556727414256
64.7,0.126901202070882,0.195229035569152,0.263556869067422
64.75,0.12690126974719,0.195229139684639,0.263557009622087
64.8,0.126901336898679,0.195229242992725,0.263557149086772
64.85,0.12690140352942,0.195229345499676,0.263557287469932
64.9,0.12690146964345,0.195229447211702,0.263557424779954
64.95,0.12690153524478,0.195229548134972,0.263557561025165
65,0.126901600337385,0.195229648275603,0.263557696213822
65.05,0.126901664925211,0.195229747639666,0.263557830354122
65.1,0.126901729012174,0.195229846233185,0.263557963454197
65.15,0.12690179260216,0.195229944062137,0.263558095522114
65.2,0.126901855699022,0.195230041132451,0.26355822656588
65.25,0.126901918306587,0.195230137450014,0.263558356593441
65.3,0.126901980428649,0.195230233020663,0.263558485612677
65.35,0.126902042068974,0.195230327850192,0.26355861363141
65.4,0.1269021032313,0.195230421944351,0.263558740657402
65.45,0.126902163919333,0.195230515308842,0.263558866698352
65.5,0.126902224136753,0.195230607949327,0.263558991761901
65.55,0.12690228388721,0.195230699871421,0.263559115855631
65.6,0.126902343174327,0.195230791080696,0.263559238987064
65.65,0.126902402001697,0.195230881582681,0.263559361163664
65.7,0.126902460372887,0.195230971382864,0.26355948239284
65.75,0.126902518291435,0.195231060486687,0.263559602681938
65.8,0.126902575760853,0.195231148899552,0.263559722038252
65.85,0.126902632784622,0.195231236626819,0.263559840469015
65.9,0.126902689366202,0.195231323673805,0.263559957981408
65.95,0.126902745509022,0.195231410045789,0.263560074582556
66,0.126902801216484,0.195231495748005,0.263560190279525
66.05,0.126902856491967,0.195231580785648,0.26356030507933
66.1,0.126902911338821,0.195231665163874,0.263560418988928
66.15,0.12690296576037,0.195231748887798,0.263560532015227
66.2,0.126903019759914,0.195231831962495,0.263560644165076
66.25,0.126903073340726,0.195231914393001,0.263560755445276
66.3,0.126903126506054,0.195231996184312,0.26356086586257
66.35,0.126903179259121,0.195232077341387,0.263560975423653
66.4,0.126903231603125,0.195232157869146,0.263561084135167
66.45,0.126903283541238,0.195232237772469,0.263561192003701
66.5,0.12690333507661,0.195232317056202,0.263561299035794
66.55,0.126903386212365,0.195232395725149,0.263561405237934
66.6,0.1269034369516,0.195232473784079,0.263561510616559
66.65,0.126903487297394,0.195232551237725,0.263561615178057
66.7,0.126903537252798,0.195232628090782,0.263561718928766
66.75,0.126903586820839,0.195232704347907,0.263561821874975
66.8,0.126903636004522,0.195232780013724,0.263561924022925
66.85,0.12690368480683,0.195232855092819,0.263562025378808
66.9,0.126903733230719,0.195232929589743,0.263562125948766
66.95,0.126903781279126,0.195233003509012,0.263562225738899
67,0.126903828954963,0.195233076855108,0.263562324755253
67.05,0.12690387626112,0.195233149632475,0.26356242300383
67.1,0.126903923200465,0.195233221845526,0.263562520490588
67.15,0.126903969775842,0.195233293498638,0.263562617221434
67.2,0.126904015990076,0.195233364596154,0.263562713202232
67.25,0.126904061845966,0.195233435142384,0.263562808438801
67.3,0.126904107346295,0.195233505141604,0.263562902936913
67.35,0.126904152493817,0.195233574598056,0.263562996702295
67.4,0.126904197291272,0.195233643515952,0.263563089740633
67.45,0.126904241741374,0.19523371189947,0.263563182057566
67.5,0.126904285846817,0.195233779752752,0.263563273658688
67.55,0.126904329610276,0.195233847079915,0.263563364549554
67.6,0.126904373034402,0.195233913885037,0.263563454735672
67.65,0.126904416121829,0.195233980172169,0.263563544222509
67.7,0.126904458875166,0.195234045945327,0.263563633015488
67.75,0.126904501297007,0.195234111208501,0.263563721119994
67.8,0.126904543389923,0.195234175965644,0.263563808541364
67.85,0.126904585156464,0.195234240220682,0.263563895284899
67.9,0.126904626599163,0.19523430397751,0.263563981355857
67.95,0.126904667720532,0.195234367239994,0.263564066759455
68,0.126904708523063,0.195234430011965,0.263564151500868
68.05,0.126904749009229,0.195234492297232,0.263564235585234
68.1,0.126904789181484,0.195234554099567,0.26356431901765
68.15,0.126904829042264,0.195234615422718,0.263564401803172
68.2,0.126904868593984,0.195234676270401,0.263564483946819
68.25,0.126904907839041,0.195234736646305,0.263564565453568
68.3,0.126904946779816,0.195234796554089,0.263564646328363
68.35,0.126904985418667,0.195234855997385,0.263564726576102
68.4,0.126905023757936,0.195234914979794,0.263564806201651
68.45,0.126905061799949,0.195234973504893,0.263564885209836
68.5,0.12690509954701,0.195235031576228,0.263564963605447
68.55,0.126905137001407,0.19523508919732,0.263565041393233
68.6,0.12690517416541,0.19523514637166,0.263565118577911
68.65,0.126905211041273,0.195235203102715,0.263565195164158
68.7,0.126905247631229,0.195235259393923,0.263565271156617
68.75,0.126905283937498,0.195235315248696,0.263565346559894
68.8,0.126905319962279,0.195235370670419,0.263565421378559
68.85,0.126905355707755,0.19523542566245,0.263565495617146
68.9,0.126905391176095,0.195235480228126,0.263565569280156
68.95,0.126905426369447,0.19523553437075,0.263565642372052
69,0.126905461289943,0.195235588093605,0.263565714897266
69.05,0.126905495939702,0.195235641399947,0.263565786860193
69.1,0.126905530320822,0.195235694293007,0.263565858265192
69.15,0.126905564435388,0.195235746775992,0.263565929116596
69.2,0.126905598285468,0.195235798852082,0.263565999418696
69.25,0.126905631873112,0.195235850524432,0.263566069175752
69.3,0.126905665200357,0.195235901796176,0.263566138391995
69.35,0.126905698269223,0.19523595267042,0.263566207071618
69.4,0.126905731081713,0.195236003150248,0.263566275218783
69.45,0.126905763639816,0.195236053238719,0.263566342837621
69.5,0.126905795945508,0.19523610293887,0.263566409932233
69.55,0.126905828000742,0.195236152253711,0.263566476506679
69.6,0.126905859807465,0.195236201186232,0.263566542565
69.65,0.126905891367603,0.1952362497394,0.263566608111196
69.7,0.126905922683069,0.195236297916155,0.263566673149241
69.75,0.126905953755761,0.195236345719419,0.263566737683078
69.8,0.126905984587562,0.195236393152089,0.263566801716615
69.85,0.12690601518034,0.195236440217038,0.263566865253736
69.9,0.12690604553595,0.19523648691712,0.263566928298289
69.95,0.126906075656232,0.195236533255164,0.263566990854096
70,0.126906105543011,0.19523657923398,0.263567052924949
70.05,0.126906135198097,0.195236624856353,0.263567114514608
70.1,0.12690616462329,0.195236670125049,0.263567175626808
70.15,0.126906193820371,0.195236715042811,0.26356723626525
70.2,0.126906222791111,0.195236759612361,0.263567296433612
70.25,0.126906251537263,0.1952368038364,0.263567356135537
70.3,0.126906280060572,0.195236847717609,0.263567415374645
70.35,0.126906308362766,0.195236891258646,0.263567474154526
70.4,0.12690633644556,0.195236934462152,0.263567532478743
70.45,0.126906364310655,0.195236977330742,0.263567590350829
70.5,0.126906391959742,0.195237019867018,0.263567647774293
70.55,0.126906419394493,0.195237062073553,0.263567704752613
70.6,0.126906446616574,0.195237103952908,0.263567761289243
70.65,0.126906473627633,0.195237145507621,0.26356781738761
70.7,0.126906500429307,0.195237186740209,0.263567873051112
